2018-12-31,1,MONT,DUBL,1
2018-12-31,1,MONT,NCON,2
2018-12-31,1,MONT,PHIL,1
2018-12-31,1,MONT,PITT,1
2018-12-31,1,MONT,UCTY,1
2018-12-31,1,NCON,FRMT,1
2018-12-31,1,NCON,SANL,1
2018-12-31,1,OAKL,CONC,2
2018-12-31,1,OAKL,DELN,2
2018-12-31,1,OAKL,FRMT,2
2018-12-31,1,OAKL,PHIL,1
2018-12-31,1,ORIN,HAYW,1
2018-12-31,1,PHIL,EMBR,1
2018-12-31,1,PITT,BAYF,1
2018-12-31,1,PITT,EMBR,1
2018-12-31,1,PITT,PITT,1
2018-12-31,1,PITT,POWL,1
2018-12-31,1,PITT,SFIA,3
2018-12-31,1,POWL,16TH,4
2018-12-31,1,POWL,24TH,3
2018-12-31,1,POWL,BALB,1
2018-12-31,1,POWL,CONC,5
2018-12-31,1,POWL,DALY,1
2018-12-31,1,POWL,DELN,3
2018-12-31,1,POWL,DUBL,8
2018-12-31,1,POWL,FRMT,3
2018-12-31,1,POWL,GLEN,1
2018-12-31,1,POWL,HAYW,1
2018-12-31,1,POWL,NCON,2
2018-12-31,1,POWL,PHIL,1
2018-12-31,1,POWL,PITT,3
2018-12-31,1,POWL,POWL,2
2018-12-31,1,POWL,RICH,3
2018-12-31,1,POWL,SBRN,2
2018-12-31,1,POWL,SFIA,4
2018-12-31,1,POWL,SHAY,2
2018-12-31,1,POWL,WCRK,1
2018-12-31,1,POWL,WDUB,1
2018-12-31,1,POWL,WSPR,1
2018-12-31,1,ROCK,CONC,2
2018-12-31,1,ROCK,PITT,1
2018-12-31,1,SANL,BAYF,1
2018-12-31,1,SANL,LAFY,1
2018-12-31,1,SANL,POWL,1
2018-12-31,1,SFIA,ANTI,4
2018-12-31,1,SFIA,COLS,1
2018-12-31,1,SFIA,CONC,1
2018-12-31,1,SFIA,DELN,2
2018-12-31,1,SFIA,DUBL,2
2018-12-31,1,SFIA,HAYW,1
2018-12-31,1,SFIA,LAFY,2
2018-12-31,1,SFIA,MLBR,1
2018-12-31,1,SFIA,NCON,1
2018-12-31,1,SFIA,PHIL,1
2018-12-31,1,SFIA,PITT,1
2018-12-31,1,SFIA,UCTY,1
2018-12-31,1,SHAY,DELN,1
2018-12-31,1,SHAY,RICH,1
2018-12-31,1,WCRK,ANTI,1
2018-12-31,1,WDUB,DUBL,1
2018-12-31,1,WOAK,DUBL,2
2018-12-31,1,WOAK,WCRK,1
2018-12-31,1,WSPR,LAKE,1
2018-12-31,1,WSPR,POWL,1
